park_id,name_en,name_tc,name_sc,displayAddress_en,displayAddress_tc,displayAddress_sc,latitude,longitude,district_en,district_tc,district_sc,contactNo,opening_status,height,remark_en,remark_tc,remark_sc,carpark_photo
tdc14p6601,Sau Mau Ping SC Car Park ,秀茂坪商場停車場,秀茂坪商场停车场,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",九龍觀塘秀茂坪秀明道101號秀茂坪商場,九龙观塘秀茂坪秀明道101号秀茂坪商场,22.320031,114.232278,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6601.jpg
tdc14p6602,Sau Mau Ping Phase 15 Car Park ,秀茂坪15期停車場,秀茂坪15期停车场,"Sau Mau Ping 
Shopping Centre, 101 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",九龍觀塘秀茂坪秀明道101號秀茂坪商場,九龙观塘秀茂坪秀明道101号秀茂坪商场,22.317339,114.234743,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6602.jpg
tdc14p6604,Sau Mau Ping Phase 3 Car Park ,秀茂坪3期停車場,秀茂坪3期停车场,"Sau Mau Ping (III) Estate Retail and Car Park, Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",九龍觀塘秀茂坪秀明道秀茂坪邨第三期商舖及停車場,九龙观塘秀茂坪秀明道秀茂坪邨第三期商舖及停车场,22.321743,114.230534,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6604.jpg
tdc14p6605,Po Tat Car Park  A ,寶達 A停車場,宝达 A停车场,"Po Tat Shopping Centre, 2 Po Lam Road, Sau Mau Ping, Kwun Tong, Kowloon",九龍觀塘秀茂坪寶琳路2號寶達商場,九龙观塘秀茂坪宝琳路2号宝达商场,22.317872,114.236143,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6605.jpg
tdc14p6606,Po Tat Car Park B and C ,寶達 B & C停車場,宝达 B & C停车场,"Po Tat Shopping Centre, 2 
Po Lam Road, Sau Mau Ping, Kwun Tong, Kowloon",九龍觀塘秀茂坪寶琳路2號寶達商場,九龙观塘秀茂坪宝琳路2号宝达商场,22.316985,114.238072,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6606.jpg
tdc14p6607,Hiu Lai Car Park ,曉麗停車場,晓丽停车场,"Hiu Lai Shopping Centre, 21 Hiu Kwong Street, Kwun Tong, Kowloon",九龍觀塘曉光街21號曉麗商場,九龙观塘晓光街21号晓丽商场,22.320862,114.229666,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6607.jpg
tdc14p6608,Cheung Fat  Car Park ,長發停車場,长发停车场,"Cheung Fat Plaza, 6 Tam Kon Shan Road, Tsing Yi, New Territories",新界青衣擔桿山路6號長發廣場,新界青衣担杆山路6号长发广场,22.362637,114.102933,Kwai Tsing,葵青區,葵青区,2830 3845,OPEN,0.0,"Height Limit: Height Limit: 1.9M
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 高度限制: 1.9米
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 高度限制: 1.9米
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6608.jpg
tdc14p6610,Cheung On Phase 1 Car Park ,長安1期停車場,长安1期停车场,"Cheung On Estate Retail and Car Park, 1 Tam Kon Shan Road, Tsing Yi, New Territories",新界青衣擔桿山路1號長安邨商舖及停車場,新界青衣担杆山路1号长安邨商舖及停车场,22.361,114.101831,Kwai Tsing,葵青區,葵青区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6610.jpg
tdc14p6611,Cheung On Phase 2 Car Park ,長安2期停車場,长安2期停车场,"Cheung On Estate Retail and Car Park, 1 Tam Kon Shan Road, Tsing Yi, New 
Territories",新界青衣擔桿山路1號長安邨商舖及停車場,新界青衣担杆山路1号长安邨商舖及停车场,22.360484,114.104416,Kwai Tsing,葵青區,葵青区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6611.jpg
tdc14p6620,Ching Wah Court Car Park ,青華停車場,青华停车场,"Ching Wah 
Court Retail and Car Park, 22 Tsing Chin Street, Tsing Yi, New Territories",新界青衣青芊街22號青華苑商舖及停車場,新界青衣青芊街22号青华苑商舖及停车场,22.349081,114.099421,Kwai Tsing,葵青區,葵青区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6620.jpg
tdc14p6639,Lok Wah (S) MS Car Park,樂華南-多層停車場,乐华南-多层停车场,"Lok Wah (South) Estate Retail and Car Park, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",九龍觀塘牛頭角振華道70號樂華南邨商舖及停車場,九龙观塘牛头角振华道70号乐华南邨商舖及停车场,22.320623,114.220764,Kwun Tong,觀塘區,观塘区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6639.jpg
tdc14p6640,Lok Wah (N) CPA,樂華北A,乐华北A,"Lok Wah Commercial Centre, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",九龍觀塘牛頭角振華道70號樂華商場,九龙观塘牛头角振华道70号乐华商场,22.321522,114.220794,Kwun Tong,觀塘區,观塘区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6640.jpg
tdc14p6641,Lok Wah (N) B Car Park ,樂華北B停車場,乐华北B停车场,"Lok Wah Commercial Centre, 70 
Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",九龍觀塘牛頭角振華道70號樂華商場,九龙观塘牛头角振华道70号乐华商场,22.32233,114.220275,Kwun Tong,觀塘區,观塘区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6641.jpg
tdc14p6645,Cheung Wang Car Park ,長宏停車場,长宏停车场,"Cheung Wang Estate Retail and Car Park, 9 Liu To Road, Tsing Yi, New Territories",新界青衣寮肚路9號長宏邨商舖及停車場,新界青衣寮肚路9号长宏邨商舖及停车场,22.356988,114.095805,Kwai Tsing,葵青區,葵青区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6645.jpg
tdc14p6728,Yat Tung Car Park 2 & 3 (Sin Yat)  ,逸東2號及3號(善逸)停車場,逸东2号及3号(善逸)停车场,"Yat Tung Shopping Centre, 8 Yat Tung Street, Tung Chung, New Territories",新界東涌逸東街8號逸東商場,新界东涌逸东街8号逸东商场,22.28116,113.935776,Islands,離島區,离岛区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6728.jpg
tdc14p6729,Yat Tung Car Park 1 (Mei Yat)  ,逸東1號(美逸)停車場,逸东1号(美逸)停车场,"Yat Tung Shopping Centre, 8 Yat Tung Street, Tung Chung, New Territories",新界東涌逸東街8號逸東商場,新界东涌逸东街8号逸东商场,22.281096,113.938628,Islands,離島區,离岛区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6729.jpg
tdc14p6730,Fu Tung Car Park A ,富東A停車場,富东A停车场,"Fu Tung Plaza, 6 Fu Tung Street, Tung 
Chung, New Territories",新界東涌富東街6號富東廣場,新界东涌富东街6号富东广场,22.286571,113.942254,Islands,離島區,离岛区,2830 3845,OPEN,0.0,"Height Limit: Height Limit: 2.0M
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 高度限制: 2.0米
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 高度限制: 2.0米
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p6730.jpg
tdc14p7542,Tsui Ping North Phase 1 Car Park ,翠屏北 1 號停車場,翠屏北 1 号停车场,"Tsui Ping North Shopping Circuit, 18 Tsui Ping Road, Kwun Tong, Kowloon",九龍觀塘翠屏道18號翠屏(北)商場,九龙观塘翠屏道18号翠屏(北)商场,22.313284,114.229644,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7542.jpg
tdc14p7622,Tsz Wan Shan Centre Car Park ,慈雲山中心停車場,慈云山中心停车场,"Tsz Wan Shan Shopping Centre, 23 Yuk Wah Street, Tsz Wan Shan, Kowloon",九龍慈雲山毓華街23號慈雲山中心,九龙慈云山毓华街23号慈云山中心,22.347916,114.200846,Wong Tai Sin,黃大仙區,黄大仙区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7622.jpg
tdc14p7623,Tsz Oi Car Park,慈愛停車場,慈爱停车场,"Tsz Oi Court Retail and Car Park, 2 Wan Wah Street, Tsz Wan Shan, Kowloon",九龍慈雲山雲華街2號慈愛苑商舖及停車場,九龙慈云山云华街2号慈爱苑商舖及停车场,22.349275,114.199577,Wong Tai Sin,黃大仙區,黄大仙区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7623.jpg
tdc14p7629,Fung Tak Car Park ,鳳德停車場,凤德停车场,"Fung Tak Shopping Centre, 111 Fung Tak Road, Diamond Hill, Kowloon",九龍鑽石山鳳德道111號鳳德商場,九龙钻石山凤德道111号凤德商场,22.3429501,114.2008493,Wong Tai Sin,黃大仙區,黄大仙区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7629.jpg
tdc14p7632,Tsz Lok Phase 1 Car Park ,慈樂1期停車場,慈乐1期停车场,"Tsz Wan Shan Shopping Centre, 23 
Yuk Wah Street, Tsz Wan Shan, Kowloon",九龍慈雲山毓華街23號慈雲山中心,九龙慈云山毓华街23号慈云山中心,22.348781,114.19911,Wong Tai Sin,黃大仙區,黄大仙区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7632.jpg
tdc14p7633,Tsz Lok Phase 2 Car Park ,慈樂2期停車場,慈乐2期停车场,"Tsz Wan Shan Shopping Centre, 23 Yuk Wah Street, Tsz Wan Shan, Kowloon",九龍慈雲山毓華街23號慈雲山中心,九龙慈云山毓华街23号慈云山中心,22.3469694,114.1993685,Wong Tai Sin,黃大仙區,黄大仙区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7633.jpg
tdc14p7636,Tsz Lok Phase 3 Car Park ,慈樂3期停車場,慈乐3期停车场,"Tsz Wan Shan Shopping Centre, 23 Yuk Wah Street, Tsz Wan Shan, Kowloon",九龍慈雲山毓華街23號慈雲山中心,九龙慈云山毓华街23号慈云山中心,22.346859,114.199564,Wong Tai Sin,黃大仙區,黄大仙区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7636.jpg
tdc14p7732,Choi Wan Car Park A,彩雲A停車場,彩云A停车场,"Choi Wan Commercial Complex, 45 Clear Water Bay Road, Ngau Chi Wan, Kowloon",九龍牛池灣清水灣道45號彩雲商場,九龙牛池湾清水湾道45号彩云商场,22.332597,114.214538,Wong Tai Sin,黃大仙區,黄大仙区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7732.jpg
tdc14p7733,Choi Wan Car Park B & C,"彩雲B,C停車場","彩云B,C停车场","Choi Wan Commercial Complex, 45 Clear Water Bay Road, Ngau Chi Wan, Kowloon",九龍牛池灣清水灣道45號彩雲商場,九龙牛池湾清水湾道45号彩云商场,22.334268,114.21403,Wong Tai Sin,黃大仙區,黄大仙区,2788 3070,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7733.jpg
tdc14p7737,Shun Lee Car Park A ,順利A停車場,顺利A停车场,"Shun Lee Commercial Centre, 15 Lee On 
Road, Kwun Tong, Kowloon",九龍觀塘利安道15號順利商場,九龙观塘利安道15号顺利商场,22.332927,114.224524,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7737.jpg
tdc14p7739,Shun Lee Car Park B ,順利B停車場,顺利B停车场,"Shun Lee 
Commercial Centre, 15 Lee On Road, Kwun Tong, Kowloon",九龍觀塘利安道15號順利商場,九龙观塘利安道15号顺利商场,22.332332,114.225282,Kwun Tong,觀塘區,观塘区,2830 3845,OPEN,0.0,"Height Limit: 
For real-time parking space vacancy of this car park, please download Link Park and Dine App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查詢以上停車場之實時車位供應狀況，可立即下載領展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>","高度限制: 
如欲查询以上停车场之实时车位供应状况，可立即下载领展「泊食易」App<br><a href=""https://www.linkhk.com/en/parkingDirectory"">https://www.linkhk.com/en/parkingDirectory</a>",http://resource.data.one.gov.hk/td/carpark/tdc14p7739.jpg
